Available_date,Floor,Kitchen_type,Bedrooms,Dressing_room,Bathrooms,Toilets,Office,Professional_space,Small_pet-friendly,Armored_door,Primary_energy_consumption,Energy_class,Reference_number_of_the_EPC_report,CO_emission,Heating_type,Heat_pump,Photovoltaic_solar_panels,Thermic_solar_panels,Common_water_heater,Double_glazing,Type_of_building,Monthly_rental_price,Monthly_costs,Tenement_building,price,space,address,listing_type,Number_of_floors,Number_of_frontages,Outdoor_parking_spaces,Living_area,Living_room_surface,Bedroom_1_surface,Bedroom_2_surface,Furnished,Terrace_surface,Intercom,Visio_phone,Address,Website,External_reference,agency,Construction_year,Building_condition,Terrace_orientation,Caretaker,Elevator,Accessible_for_disabled_people,Secure_access_alarm,Air_conditioning,TV_cable,Swimming_pool,Internet,Available_as_of,Street_frontage_width,Terrace,Shower_rooms,Surroundings_type
March 1 2023 - 12:00 AM,4,Installed,1,NA,1,1,NA,NA,NA,NA,"560 kWh/m²
kilowatt hour per square meters",G,Not specified,111 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 950
950 €","€ 150
150€",No,"€950 (+ €150)
950€ + 150€ per month","1 bedroom | 70 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"70 m²
square meters","40 m²
square meters","15 m²
square meters",NA,Yes,NA,NA,NA,"Rue de Laeken 91
1000 - Bruxelles",NA,45551 - 186,Espace Immo Brussels CENTRE,1900,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,To be defined,NA,NA,NA,NA
NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Fuel oil,NA,NA,NA,NA,NA,NA,"€ 1,800
1800 €","€ 300
300€",No,"€1,800 (+ €300)
1800€ + 300€ per month",2 bedrooms,1000 — Bruxelles ville,Apartment for rent,NA,NA,NA,NA,"40 m²
square meters","19 m²
square meters","16 m²
square meters",NA,NA,Yes,Yes,"Avenue Louise 207/2
1050 - Bruxelles",http://www.gpartners.immo,NA,GPIMMO,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,Living area (residential, urban or rural)
NA,2,NA,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 480
480 €","€ 75
75€",No,"€480 (+ €75)
480€ + 75€ per month",1 bedroom,Ask for the exact address,Studio for rent,NA,3,NA,NA,NA,"12 m²
square meters",NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
February 1 2023 - 12:00 AM,NA,Hyper equipped,3,NA,2,2,NA,NA,NA,Yes,"186 kWh/m²
kilowatt hour per square meters",D,20221221­0000629320­01­4,37 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,800
2800 €","€ 400
400€",No,"€2,800 (+ €400)
2800€ + 400€ per month","3 bedrooms | 166 m²
square meters",1000 — BRUXELLES,Ground floor for rent,3,NA,NA,"166 m²
square meters","40 m²
square meters",NA,NA,Yes,"8 m²
square meters",Yes,NA,"Rue Croix de Pierre, 31
1060 - St-Gilles",http://www.immocom.be,3253 - MY0.21,TREVI Partner - IMMOCOM,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
February 1 2023 - 12:00 AM,NA,Hyper equipped,3,NA,2,2,NA,NA,NA,Yes,"186 kWh/m²
kilowatt hour per square meters",D,20221221­0000629320­01­4,37 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,800
2800 €","€ 400
400€",No,"€2,800 (+ €400)
2800€ + 400€ per month","3 bedrooms | 166 m²
square meters",1000 — BRUXELLES,Apartment for rent,3,NA,NA,"166 m²
square meters","40 m²
square meters",NA,NA,Yes,"8 m²
square meters",Yes,NA,"Rue Croix de Pierre, 31
1060 - St-Gilles",http://www.immocom.be,3252 - MY0.21,TREVI Partner - IMMOCOM,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,3,NA,1,No,NA,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 650
650 €",NA,No,"€650/month
650€ per month",1 bedroom,1083 — Ganshoren,Apartment for rent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
March 1 2023 - 12:00 AM,NA,Installed,1,NA,NA,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 750
750 €","€ 130
130€",No,"€750 (+ €130)
750€ + 130€ per month","1 bedroom | 68 m²
square meters",1070 — Anderlecht,Apartment for rent,5,2,NA,"68 m²
square meters","20 m²
square meters","15 m²
square meters",NA,No,NA,NA,Yes,"Avenue Louise 200
1050 - Bruxelles",http://www.trevi.be,241065 - ME,TREVI,2022,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Urban
NA,1,Installed,2,NA,NA,1,NA,NA,NA,NA,Not specified,Not specified,2023011300006311088011,41 kg CO₂/m²,Gas,No,No,No,NA,No,NA,"€ 1,280
1280 €","€ 150
150€",No,"€1,280 (+ €150)
1280€ + 150€ per month","2 bedrooms | 70 m²
square meters",Ask for the exact address,Apartment for rent,1,2,NA,"70 m²
square meters","12 m²
square meters","15 m²
square meters",NA,No,"18 m²
square meters",NA,NA,"Rue du Tabellion 64
1050 - Ixelles",NA,5052,ATRIUM Real Estate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,2,USA hyper equipped,2,No,1,2,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 2,450
2450 €","€ 180
180€",No,"€2,450 (+ €180)
2450€ + 180€ per month","2 bedrooms | 145 m²
square meters",1180 — Uccle,Apartment for rent,NA,2,NA,"145 m²
square meters",NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,South West,No,Yes,Yes,Yes,No,No,No,No,Immediately,NA,Yes,1,Landscape
January 30 2023 - 12:00 AM,2,Hyper equipped,2,NA,1,1,No,No,NA,NA,"336 kWh/m²
kilowatt hour per square meters",F,Not specified,Not specified,Gas,NA,NA,NA,NA,NA,All kind,"€ 975
975 €",NA,No,"€975/month
975€ per month","2 bedrooms | 75 m²
square meters",1200 — Woluwe-Saint-Lambert,Apartment for rent,3,2,NA,"75 m²
square meters","26 m²
square meters","13 m²
square meters","9 m²
square meters",NA,"2 m²
square meters",Yes,NA,NA,NA,NA,NA,NA,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
February 15 2023 - 12:00 AM,3,Semi equipped,2,No,NA,2,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,Apartment building,"€ 900
900 €","€ 70
70€",No,"€900 (+ €70)
900€ + 70€ per month","2 bedrooms | 80 m²
square meters",1000 — Bruxelles,Duplex for rent,3,2,NA,"80 m²
square meters",NA,"20 m²
square meters","17 m²
square meters",NA,NA,Yes,No,NA,NA,NA,NA,NA,As new,NA,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,2,Living area (residential, urban or rural)
NA,1,Hyper equipped,2,NA,1,1,Yes,NA,NA,NA,"126 kWh/m²
kilowatt hour per square meters",C,Not specified,25 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,490
1490 €","€ 50
50€",No,"€1,490 (+ €50)
1490€ + 50€ per month","2 bedrooms | 115 m²
square meters",1200 — Woluwe-Saint-Lambert,Duplex for rent,3,NA,NA,"115 m²
square meters","30 m²
square meters",NA,NA,No,"8 m²
square meters",Yes,Yes,"Avenue Louise 200
1050 - Bruxelles-Quartier Louise",http://www.trevi.be,241059 - 5073654,Trevi Gestea,NA,As new,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
February 15 2023 - 12:00 AM,4,Hyper equipped,1,NA,1,1,NA,NA,NA,NA,"47 kWh/m²
kilowatt hour per square meters",B,Not specified,18 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 850
850 €","€ 85
85€",No,"€850 (+ €85)
850€ + 85€ per month","1 bedroom | 71 m²
square meters",1140 — Evere,Apartment for rent,NA,4,NA,"71 m²
square meters",NA,NA,NA,No,NA,NA,Yes,"Avenue Louise 200
1050 - Ixelles",http://www.trevi.be,241062 - LME,Trevi,2017,Good,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
NA,7,NA,2,Yes,1,1,No,NA,No,No,"686 kWh/m²
kilowatt hour per square meters",G,Not specified,208 kg CO₂/m²,Gas,No,No,No,Yes,Yes,NA,"€ 1,490
1490 €","€ 250
250€",No,"€1,490 (+ €250)
1490€ + 250€ per month","2 bedrooms | 130 m²
square meters",1040 — Etterbeek,Apartment for rent,7,2,NA,"130 m²
square meters","50 m²
square meters","15 m²
square meters","14 m²
square meters",Yes,"38 m²
square meters",Yes,Yes,"Rue de Wynants 9
1000 - Bruxelles",http://www.ibp.be,00644cla,Agence I.B.P. SA,NA,As new,South,No,Yes,No,No,NA,No,No,NA,After signing the deed,NA,NA,NA,NA
NA,4,NA,2,No,1,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 570
570 €",NA,No,"€570/month
570€ per month","2 bedrooms | 65 m²
square meters",1210 — Saint-Josse-ten-Noode,Duplex for rent,4,NA,NA,"65 m²
square meters",NA,"10 m²
square meters","12 m²
square meters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
February 1 2023 - 12:00 AM,4,Installed,2,NA,1,1,NA,NA,NA,NA,"520 kWh/m²
kilowatt hour per square meters",G,Not specified,137 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,295
1295 €","€ 50
50€",No,"€1,295 (+ €50)
1295€ + 50€ per month","2 bedrooms | 100 m²
square meters",1050 — Ixelles,Apartment for rent,4,2,NA,"100 m²
square meters","30 m²
square meters","17 m²
square meters","13 m²
square meters",No,"4 m²
square meters",NA,NA,"Avenue du Roi Chevalier 67
1200 - Woluwé-St-Lambert",NA,103255 - 202027,Grant Properties,NA,Just renovated,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
February 1 2023 - 12:00 AM,1,Hyper equipped,1,No,NA,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,NA,NA,NA,Yes,NA,"€ 990
990 €",NA,No,"€990/month
990€ per month","1 bedroom | 66 m²
square meters",Ask for the exact address,Apartment for rent,NA,NA,NA,"66 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Boulevard de la Woluwe 46 bte11
1200 - Woluwe-St-Lambert",http://www.homeinvestbelgium.be,NA,Home Invest Belgium sa,NA,As new,NA,No,Yes,NA,No,NA,NA,No,NA,NA,NA,NA,1,NA
February 6 2023 - 12:00 AM,2,Installed,1,No,1,NA,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 790
790 €","€ 100
100€",No,"€790 (+ €100)
790€ + 100€ per month","1 bedroom | 63 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"63 m²
square meters",NA,NA,NA,No,"2 m²
square meters",Yes,No,NA,NA,NA,NA,NA,Good,NA,No,No,No,No,No,Yes,No,No,NA,NA,NA,NA,NA
NA,2,NA,2,NA,1,1,NA,NA,NA,NA,"79 kWh/m²
kilowatt hour per square meters",B,562194-N-1-23-3-2,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,600
1600 €","€ 250
250€",No,"€1,600 (+ €250)
1600€ + 250€ per month","2 bedrooms | 97 m²
square meters",Ask for the exact address,Apartment for rent,5,2,NA,"97 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Leuvensesteenweg 215
3190 - Boortmeerbeek",http://www.domoxim.be,-1870027,domoXim,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,NA,NA
NA,1,Installed,1,NA,NA,2,NA,NA,No,NA,"83 kWh/m²
kilowatt hour per square meters",B,06431-N-1-8-2-2,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €","€ 130
130€",No,"€1,250 (+ €130)
1250€ + 130€ per month","1 bedroom | 64 m²
square meters",1040 — Etterbeek,Apartment for rent,5,2,NA,"64 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Leuvensesteenweg 215
3190 - Boortmeerbeek",http://www.domoxim.be,-1870026,domoXim,NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,1,NA
March 1 2023 - 12:00 AM,3,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"240 kWh/m²
kilowatt hour per square meters",E,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 835
835 €",NA,No,"€835/month
835€ per month","2 bedrooms | 80 m²
square meters",Ask for the exact address,Apartment for rent,4,NA,NA,"80 m²
square meters","35 m²
square meters",NA,NA,Yes,"12 m²
square meters",NA,NA,"Chaussée d'Alsemberg 212
1190 - Forest",http://www.century21.be/aazimmobilier,1814 - 919,Century 21 A à Z Immobilier,NA,As new,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
April 1 2023 - 12:00 AM,1,Installed,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 780
780 €","€ 150
150€",No,"€780 (+ €150)
780€ + 150€ per month",1 bedroom,1050 — Ixelles,Apartment for rent,NA,2,NA,NA,NA,NA,NA,NA,"1 m²
square meter",Yes,No,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,Yes,NA,NA,NA,NA,Living area (residential, urban or rural)
NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,"291 kWh/m²
kilowatt hour per square meters",F,20200703-0000571003-01-6,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 825
825 €","€ 100
100€",No,"€825 (+ €100)
825€ + 100€ per month","60 m²
square meters",1180 — Uccle,Studio for rent,3,NA,NA,"60 m²
square meters","35 m²
square meters",NA,NA,No,"8 m²
square meters",NA,NA,"Avenue du Bois de la Cambre 115
1050 - Ixelles",http://www.demaurissens.be,1006159 - 654657017,Immobilière de Maurissens sprl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,USA hyper equipped,2,No,1,2,No,No,No,No,Not specified,Not specified,20220519-000613042-01-0,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,500
1500 €","€ 40
40€",No,"€1,500 (+ €40)
1500€ + 40€ per month","2 bedrooms | 90 m²
square meters",1050 — Ixelles,Duplex for rent,3,2,NA,"90 m²
square meters",NA,NA,NA,NA,"20 m²
square meters",Yes,Yes,NA,NA,NA,NA,NA,Just renovated,West,No,No,No,No,No,No,No,No,NA,NA,NA,NA,NA
NA,4,NA,1,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 930
930 €","€ 170
170€",No,"€930 (+ €170)
930€ + 170€ per month",1 bedroom,Ask for the exact address,Apartment for rent,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,No,No,No,NA,NA,NA,1,NA
NA,1,NA,1,No,1,1,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 850
850 €","€ 142
142€",No,"€850 (+ €142)
850€ + 142€ per month","1 bedroom | 70 m²
square meters",1070 — Anderlecht,Apartment for rent,NA,2,NA,"70 m²
square meters",NA,NA,NA,NA,NA,No,No,NA,NA,NA,NA,NA,As new,NA,No,No,No,No,No,No,No,No,Immediately,NA,NA,NA,NA
February 15 2023 - 12:00 AM,1,NA,2,NA,2,2,NA,NA,NA,NA,"138 kWh/m²
kilowatt hour per square meters",C,Not specified,27 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 2,200
2200 €","€ 25
25€",No,"€2,200 (+ €25)
2200€ + 25€ per month","2 bedrooms | 150 m²
square meters",1050 — Ixelles,Duplex for rent,NA,NA,NA,"150 m²
square meters",NA,"25 m²
square meters","23 m²
square meters",No,"6 m²
square meters",NA,NA,"Avenue de la Corniche 74
1310 - La Hulpe",http://www.barbararegnier.be,5232713,Barbara Regnier,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
March 1 2023 - 12:00 AM,2,Installed,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 850
850 €","€ 20
20€",No,"€850 (+ €20)
850€ + 20€ per month","1 bedroom | 80 m²
square meters",1070 — Anderlecht,Apartment for rent,2,2,NA,"80 m²
square meters","30 m²
square meters",NA,NA,NA,"3 m²
square meters",Yes,No,NA,NA,NA,NA,1955,As new,South West,No,No,No,No,No,Yes,No,Yes,NA,7 m,NA,NA,Urban
May 1 2022 - 12:00 AM,NA,Installed,2,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,100
1100 €","€ 150
150€",No,"€1,100 (+ €150)
1100€ + 150€ per month","2 bedrooms | 89 m²
square meters",1060 — Saint-Gilles,Apartment for rent,2,2,NA,"89 m²
square meters",NA,"14 m²
square meters","14 m²
square meters",No,NA,Yes,NA,"1 Avenue Henri Bourgys
1410 - Waterloo",http://www.newdeal.immo,5232587,New Deal Properties,1901,Good,NA,NA,No,No,Yes,NA,Yes,No,NA,Depending on the tenant,NA,NA,1,Isolated
March 1 2023 - 12:00 AM,1,NA,NA,No,NA,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,Yes,Apartment building,"€ 835
835 €","€ 100
100€",No,"€835 (+ €100)
835€ + 100€ per month","36 m²
square meters",Ask for the exact address,Studio for rent,NA,3,NA,"36 m²
square meters",NA,NA,NA,Yes,"7 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,NA,No,No,No,No,No,Yes,No,Yes,NA,NA,NA,1,NA
NA,12,NA,NA,No,NA,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,No,No,All kind,"€ 750
750 €","€ 100
100€",No,"€750 (+ €100)
750€ + 100€ per month",,1090 — Jette,Studio for rent,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,No,No,No,To be defined,NA,NA,1,NA
NA,NA,Hyper equipped,1,NA,NA,1,NA,NA,NA,NA,"208 kWh/m²
kilowatt hour per square meters",D,20221121-0000626115-01-3,40 kg CO₂/m²,Gas,NA,NA,NA,Yes,Yes,NA,"€ 790
790 €","€ 40
40€",No,"€790 (+ €40)
790€ + 40€ per month","1 bedroom | 59 m²
square meters",1200 — Woluwe-St-Lambert,Apartment for rent,3,2,NA,"59 m²
square meters","18 m²
square meters","13 m²
square meters",NA,NA,NA,Yes,NA,"Avenue Commandant Lothaire, 16-18
1040 - Bruxelles (Etterbeek)",NA,NA,Immo Lines,NA,As new,West,NA,NA,Yes,NA,NA,Yes,NA,NA,Immediately,NA,NA,1,Living area (residential, urban or rural)
March 6 2023 - 12:00 AM,5,USA hyper equipped,3,NA,2,2,NA,NA,NA,Yes,"179 kWh/m²
kilowatt hour per square meters",D,20130206-0000144346-01-7,38 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,950
1950 €","€ 300
300€",No,"€1,950 (+ €300)
1950€ + 300€ per month","3 bedrooms | 76 m²
square meters",1050 — Ixelles,Duplex for rent,7,2,NA,"76 m²
square meters","22 m²
square meters","14 m²
square meters","10 m²
square meters",Yes,"6 m²
square meters",Yes,Yes,"Vorstlaan 292
1160 - Oudergem",NA,5232646,Skyline Renting Services,2006,As new,NA,Yes,Yes,No,NA,NA,Yes,No,NA,To be defined,7 m,NA,NA,Urban
NA,2,Hyper equipped,2,No,1,1,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Fuel oil,No,No,Yes,No,Yes,All kind,"€ 1,350
1350 €","€ 385
385€",No,"€1,350 (+ €385)
1350€ + 385€ per month","2 bedrooms | 100 m²
square meters",1050 — Ixelles,Apartment for rent,NA,NA,NA,"100 m²
square meters",NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,No,No,Yes,No,Yes,Immediately,NA,NA,NA,Urban
NA,NA,Installed,2,NA,1,2,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,Yes,NA,"€ 2,200
2200 €","€ 225
225€",No,"€2,200 (+ €225)
2200€ + 225€ per month","2 bedrooms | 110 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"110 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Avenue De Fré, 160
1180 - Uccle",http://www.agpimmo.be,4151,A.G.P. Immobilière,2022,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2,NA
February 1 2023 - 12:00 AM,4,Installed,2,NA,1,1,NA,NA,NA,NA,"201 kWh/m²
kilowatt hour per square meters",D,D,39 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,000
1000 €","€ 35
35€",No,"€1,000 (+ €35)
1000€ + 35€ per month","2 bedrooms | 60 m²
square meters",1050 — Ixelles,Apartment for rent,5,2,NA,"60 m²
square meters","25 m²
square meters","12 m²
square meters","8 m²
square meters",No,NA,Yes,NA,"Avenue Clémentine 31/4
1060 - Saint-Gilles",http://www.caron-realestate.be,5229850,Caron Real Estate,NA,Just renovated,NA,NA,No,No,NA,NA,NA,No,NA,Immediately,NA,NA,1,Urban
April 15 2023 - 12:00 AM,3,Not installed,2,NA,NA,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 1,400
1400 €","€ 275
275€",No,"€1,400 (+ €275)
1400€ + 275€ per month","2 bedrooms | 155 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"155 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Rue Washington 128b
1050 - Bruxelles",http://www.tribel-immo.be,10032 - 74,TRIBEL (Transactions Immobilières de Belgique),1920,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,1,Installed,2,NA,1,2,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,400
1400 €","€ 90
90€",No,"€1,400 (+ €90)
1400€ + 90€ per month","2 bedrooms | 120 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"120 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Rue Washington 128b
1050 - Bruxelles",http://www.tribel-immo.be,10034 - 9974,TRIBEL (Transactions Immobilières de Belgique),NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,1,NA
October 15 2022 - 12:00 AM,NA,USA hyper equipped,2,NA,2,2,Yes,NA,NA,Yes,"167 kWh/m²
kilowatt hour per square meters",D,Not specified,33 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 2,350
2350 €","€ 160
160€",No,"€2,350 (+ €160)
2350€ + 160€ per month","2 bedrooms | 140 m²
square meters",1000 — Bruxelles,Penthouse for rent,7,4,1,"140 m²
square meters",NA,"19 m²
square meters","13 m²
square meters",No,"65 m²
square meters",NA,Yes,"9 rue Berckmans
1060 - Saint-Gilles",http://www.yourealestate.be,5232596,You Real Estate,2008,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,NA,2,Urban
February 1 2023 - 12:00 AM,2,USA semi equipped,3,NA,2,2,NA,NA,NA,Yes,"90 kWh/m²
kilowatt hour per square meters",B,Not specified,15 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,350
1350 €","€ 200
200€",No,"€1,350 (+ €200)
1350€ + 200€ per month","3 bedrooms | 127 m²
square meters",1070 — Anderlecht,Apartment for rent,16,NA,1,"127 m²
square meters","36 m²
square meters","15 m²
square meters","11 m²
square meters",No,"15 m²
square meters",Yes,Yes,"1 Avenue Henri Bourgys
1410 - Waterloo",http://www.newdeal.immo,5232579,New Deal Properties,2020,As new,NA,NA,Yes,No,NA,NA,Yes,No,NA,Immediately,NA,NA,1,Urban
NA,NA,NA,3,No,1,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,No,All kind,"€ 1,850
1850 €",NA,No,"€1,850/month
1850€ per month","3 bedrooms | 145 m²
square meters",Ask for the exact address,House for rent,NA,2,NA,"145 m²
square meters","24 m²
square meters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7 m,NA,NA,NA
February 6 2023 - 12:00 AM,2,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"133 kWh/m²
kilowatt hour per square meters",C,20141014-0000253205-01-3,29 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,190
1190 €","€ 90
90€",No,"€1,190 (+ €90)
1190€ + 90€ per month","2 bedrooms | 95 m²
square meters",1060 — Saint-Gilles,Apartment for rent,6,2,NA,"95 m²
square meters","18 m²
square meters","13 m²
square meters","17 m²
square meters",No,NA,NA,NA,"Avenue Louise 251
1050 - Ixelles",http://www.castell-management.com,5232528,Castell Management,1958,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,To be defined,NA,Yes,1,Urban
NA,3,Installed,2,NA,1,1,NA,NA,NA,NA,"189 kWh/m²
kilowatt hour per square meters",D,Not specified,38 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,200
1200 €","€ 185
185€",No,"€1,200 (+ €185)
1200€ + 185€ per month","2 bedrooms | 95 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"95 m²
square meters",NA,"16 m²
square meters","9 m²
square meters",No,NA,NA,NA,"Rue de Laeken 91
1000 - Bruxelles",NA,45549 - 185,Espace Immo Brussels CENTRE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
February 1 2023 - 12:00 AM,1,USA hyper equipped,2,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €","€ 1
1€",No,"€1,250 (+ €1)
1250€ + 1€ per month","2 bedrooms | 100 m²
square meters",1150 — Woluwe-Saint-Pierre,Duplex for rent,2,NA,NA,"100 m²
square meters",NA,"12 m²
square meters","7 m²
square meters",No,"30 m²
square meters",Yes,NA,"Avenue de L'Armée 41
1040 - Etterbeek",http://www.tomson-properties.be,5232469,Tomson Properties,1970,As new,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,NA,NA,1,Isolated
